Sr. No.,Job Title,Company Name,Experience Required,Salary,Location,Job Description,Key Skills
327,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.45 - 11.55 Lacs p.a.,"Salem,  Thanjavur,  Tirunelveli,  Trichy,  Tuticorin","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
328,"      ""SERVICE ENGINEER"" ",    CRESCENDO MANPOWER CONSULTANCY PRIVATE LIMITED,0 - 3 yrs,₹Rs 1.80 - 2.00 Lacs p.a.,"Mumbai,  Pune","We have an opening for Indo Japanease CompanyPosition- Service EngineerLocation - Mumbai  / Pune Salary details  upto  15 , 000 to 17 , 000 pm  ( negotiable )  + incentive  & ","""SERVICE ENGINEER""  ,  SERVICE  ,  ""DIPLOMA""  ,  ITI"
329,      Devops Engineer ,    2COMS Consulting Pvt Ltd,4 - 7 yrs,,Mumbai,"The Requirements  Suitable experience as a DevOps / SCM engineer ,  or in a position with similar skill sets and responsibilities A Bachelor%26#39;s / College Degree and exper","DevOps  /  SCM engineer
 

"
330,      Civil Engineer ,    P S International HR Consultants,1 - 4 yrs,,Navi Mumbai,Roles and Responsibilities :Developing detailed designs.Doing feasibility assessments and site inspections.Preparing and implementing project plans.Researching and providing e,"Estimation  ,  ""Site Supervision""  ,  ""Project Management""  ,  ""Civil Engineering""  ,  ""Project Plans"""
331,      Maintenance Analyst ,    JDC Recruitment Services,7 - 10 yrs,₹Rs 8.00 - 12.00 Lacs p.a.,"Chennai,  Cuttack,  Coimbatore,  Cuddalore,  Erode","implementation of special maintenance and control of technical results; Arrangements for handling operations or long-term storage; The notification of obsolete equipment ,  wi","Maintenance Engineer  ,  Engineer Equipment"
332,      building engineer ,    Samrit Halam,1 - 5 yrs,₹Rs 65.00 - 102.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai","Structural engineers design buildings ,  bridges ,  and other types of structures. They build 2D and 3D models using computer-aided design technology  ( e.g. AutoCAD ) . They ",critical thinking and problem solving
333,      Sales Engineer ,    Green Electricals Pvt Ltd,1 - 3 yrs,₹Rs 1.00 - 4.00 Lacs p.a.,"Ankleshwar,  Bharuch,  Surat","Conduct market research to identify selling possibilities and evaluate customer needsActively seek out new sales opportunities through cold calling ,  networking and social me","communication skills  ,  customer relationship  ,  closing deals  ,  Lead Generation  ,  Business Development  ,  industrial field sales  ,  industrial electrical products"
334,      Service Engineer ,    unimax,1 - 6 yrs,₹Rs 4.00 - 9.00 Lacs p.a.,Faridabad,"Interview for the Post of Service Engineer  Hydraulic SystemJob Location: IMT FaridabadCompany: Devashish Engineering Products LLP Plot No. 223 ,  Sector 68 IMT Faridabad.Mobi","Powerpack  ,  Hydraulics System Servicing  ,  Service Technician  ,  Hydraulic System  ,  Maintenance  ,  Service Enginee  ,  Servicing"
335,      Project Engineer ,    2COMS Consulting Pvt Ltd,2 - 5 yrs,,Mumbai,"Hiring Project Manager in one of the Leading Manufacturer Company @Mumbai !! Our Client is a leading manufacturer of Auto Components ,  Metal Fabrication ,  Battery Components",Qualification- B.E Mechanical   /   Btech Exp-10  Years must Location - Bhilai
336,      CQV Engineer ,    Jobz Unlimited,5 - 7 yrs,₹Rs 8.00 - 10.00 Lacs p.a.,"Hyderabad/Secunderabad,  Mumbai","Responsible for providing direct services to site Technical Services management ,  aiding to increase the throughput of commissioning ,  qualification ,  and validation activi","design calculations  ,  AutoCAD  ,  CQV  ,  Commissioning  ,  Qualification  ,  Validation"
337,      Design Engineer ,    2COMS Consulting Pvt Ltd,2 - 5 yrs,,Gurgaon,"HHiring Design Engineer for one of client! Job Location: Howrah Responsibilities: Designing ,  Fabrication ,  Estimation ,  Inspection and controlling the floor works. Researc","3D  ,   Spring  ,   AUTOCAD"
338,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.45 - 11.55 Lacs p.a.,"Hosur,  Kanniyakumari,  Madurai,  Nagercoil,  Ooty","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
339,      Sales Engineer ,    Control Print Limited,3 - 8 yrs,,"Mumbai,  Navi Mumbai,  Pune",SALES ENGINEERTo drive the Sales of printers for Control Point in a particular assigned territory.To operate out of the Branch Office or work as Resident Sales Engineer.Drive ,"oem sales  ,  field sales engineer  ,  sales engineer  ,  marketing engineer  ,  ""technical sales""  ,  ""technical marketing"""
340,      Refinery Engineer ,    V P Placement,1 - 6 yrs,₹Rs 3.20 - 9.40 Lacs p.a.,"Pune,  Pondicherry/Puducherry,  Bokaro,  Dhanbad,  Ranchi","The refinery engineer designs equipment that removes the gas and oil from the ground and comes up with ways to extract gas and oil more effectively ,  efficiently and inexpens","Petroleum  ,  Refining  ,  Petrochemical  ,  Piping  ,  Process Piping  ,  Refinery"
341,"      ""Sales Engineer"" ",    Talent co hr services,1 - 3 yrs,₹Rs 4.00 - 5.00 Lacs p.a.,"Mumbai,  Navi Mumbai,  Thane","Sales Engineer1. Electrical Engineer  /  Mechanical Engineer2. ElevatorSales ,  at least 2 yrs Elevator Sales experience3. Location: Mulund - Thane  &  Navi Mumbai4. Salary: 4","""Field sales""  ,  ""Electrical or Mechanical Engineer""   ,  ""Elevator sales""  ,  ""Sales"""
342,      Bridge Engineer ,    SHRI MARUTI PLACEMENT SERVICES,4 - 6 yrs,,Other City(s) in Uttaranchal,"Dear candidate , we have urgent opening in Civil Engineer as a Bridge Engineer position.candidate should have knowledge in Bridge Engineering.Experience : 4 to 6 YearLocation ","Civil Engineering  ,  Civil Construction Structural
        
       
directions_walk
Walk-in Details 25-Mar-2022 - 23-May-2022  10:00 AM - 03:30 PM   Ghaziabad
"
343,      Geological Engineer ,    V P Placement,5 - 10 yrs,₹Rs 4.00 - 10.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada","Demo Oil is a dynamic ,  growing company with an entrepreneurial spirit. We are building a cohesive team and are always interested in talking to people with energy industry ex","Geologist  ,  Geology  ,  Environmental Science  ,  Environmental Engineering"
344,"      Technical Support Engineer , Desktop Engineer ",    Black & White Business Solutions,0 - 3 yrs,₹Rs 3.20 - 5.30 Lacs p.a.,Bengaluru / Bangalore,"Hi dear Applicant , Hiring for Multiple MNC Bpo s ,  One day interview process ,  just 2 rounds.designation :- Technical SupportRoles and Resposibilites:Installation of Operat","Desktop Troubleshooting  ,  Hardware Troubleshooting  ,  Technical support"
345,      Trainee Engineer ,    S Global Tech,0 - 1 yrs,,Pune,"We have an urgent opening for Trainee Engineer position at Pune locationPosition : Trainee EngineerExperience : 0 - 1 year in application engg ,  sales profile from control pa","Electrical  ,  ENTC"
346,"      Electrical Engineer  ( RF Engineer )  , Asistant Electrical Engineer ",    Electrobrain modern technologies pvt ltd,2 - 7 yrs,₹Rs 4.50 - 8.80 Lacs p.a.,"Delhi,  Delhi/NCR,  Gurgaon,  Noida/Greater Noida","Job DescriptionDesign or modify electrical / electronic engineering assemblies ,  layouts / schematics and / or detailed drawings / specifications of moderate scope under gene","Electrical Engineering.  ,  Automation Testing Engineering  ,  MATLAB  ,  Electrical Maintenance  ,  electrical supervisor  ,  Quality Surveying  ,  Machinery  ,  plc"
347,      Completion Engineer ,    V P Placement,5 - 9 yrs,₹Rs 4.00 - 7.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada","Prepare Well Completion ,  Workover and Well Servicing Operational Programmes;Perform calculations related to stress analysis ,  nodal analysis ,  gas lift design and Torque ,",Construction Civil Engineering
348,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.45 - 11.55 Lacs p.a.,"Gangtok,  Chennai,  Coimbatore,  Cuddalore,  Erode","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
349,      Sales Engineer ,    CP HR SERVICES PVT LTD,1 - 3 yrs,₹Rs 1.00 - 4.00 Lacs p.a.,Hyderabad/Secunderabad,"Job Discription :. Primary focus to expand customer base with Sales andmarketing efforts in southern states of Telangana ,  AP , Karnataka ,  TN  & amp; Kerala.. To take care ","""Sales engineer""  ,  ""sales executive""  ,  ""sales and marketing""  ,  marketing executive  ,  business development executive"
350,      electrical engineer ,    Samrit Halam,3 - 8 yrs,₹Rs 3.60 - 7.65 Lacs p.a.,"Jaipur,  Gangtok,  Chennai,  Agartala,  Agra","Electrical engineers research ,  design ,  develop and install a part of ,  or the complete life cycle of ,  electrical products or systems.Electrical engineers can work in va","Electronic troubleshooting.  ,  Communication.  ,  Numeracy  ,  Leadership.eng  ,  Engineering Electrical Chemical Mechanical"
351,      Architectural Engineer ,    V P Placement,7 - 12 yrs,₹Rs 5.20 - 11.40 Lacs p.a.,"Agartala,  Allahabad,  Gorakhpur,  Moradabad,  Noida/Greater Noida",The primary responsibility of an architectural engineer is to focus on a building's engineering aspects. A person in this role designs the mechanical and structural systems of,"Drawing  ,  Painting  ,  Embroidery  ,  Weaving  ,  Teamwork. ... Commercial awareness. ... Good artistic and drawing skills.  ,  Modeling  ,  Rigging"
352,      IT Engineer ,    2COMS Consulting Pvt Ltd,0 - 2 yrs,,Bhubaneshwar,"Greeting From 2Coms ,  We are currently hiring for Cluster Lead at a leading MNC in Bhabahneshwar  Job Title /  Designation : Cluster Lead  Role : Cluster IT Infrastructure su","Team Management  ,   perform preventive maintenance  ,   Troubleshoot  ,   Linux  ,   LAN  ,   Router  ,   troubleshooting  ,   MS Office"
353,      civil engineer ,    Blue Stone consultancy,0 - 3 yrs,,Hyderabad/Secunderabad,Hi..!We are looking for Civil engineerto work with well-known Organization.Location: HyderabadQualification: Any Graduate can applyJob type: Full timeImmediate joiners are pre,civil
354,      CAD Engineer ,    S Global Tech,1 - 4 yrs,,Pune,"We have an urgent opneing for CAD Engineer in Pune.Position : CAD EngineerExperience : 1-3 years in designing of Vessels ,  Tanks ,  Pumps ,  blowers ,  piping ,  structure , ","Detailing of Fabrication drawings.  ,  Prepare Assembly drawings"
355,      Automation Engineer ,    Soleil HRS,1 - 4 yrs,₹Rs 2.00 - 5.00 Lacs p.a.,Ahmedabad,"Dear candidate , Greetings from Soleil HRS..We are looking for Automation Engineer for our client company in ahmedabad.the candidate should have experience in programming of S","siemens  ,  plc  ,  scada"
356,      Mechanical Engineer ,    Rambachan,0 - 3 yrs,₹Rs 5.45 - 11.55 Lacs p.a.,"Bhubaneshwar,  Cuttack,  Paradeep,  Puri,  Rourkela","Designing ,  manufacturing ,  and installing components that fulfill requirements. Analyzing problems or deficiencies and developing solutions to resolve them. Conducting expe","Facilities  ,  Microsoft Technologies  ,  Management  ,  Mechanical Electrical Engineering  ,  Mechanical Electrical Erection"
357,      Construction Engineer ,    Pukhraj Placement,1 - 6 yrs,₹Rs 1.95 - 10.00 Lacs p.a.,"Pondicherry/Puducherry,  Dibrugarh,  Ambala,  Baddi,  Bokaro",Reference to the job application received from India with your interest to work and create a new environment for your career and Future in Hilltop Construction Company.Kindly-,"Architects   /   Interior Designing   /   Naval Arch.  ,  Architects Engineer  ,  Factory Building Construction  ,  Civil Building Works  ,  Engineering"
358,      Senior Engineer ,    Samrit Halam,3 - 8 yrs,₹Rs 3.55 - 7.65 Lacs p.a.,"Bengaluru / Bangalore,  Sangareddy,  Tirupati,  Vijayawada,  Warangal",We are looking for a Senior Software Engineer to produce and implement functional software solutions. You will work with upper management to define software requirements and t,"Collaboration  ,  Analytical ability  ,  Communication skills  ,  Interpersonal.  ,  Innovation.  ,  Natural Curiosity.  ,  Design"
359,      biomedical engineer ,    Samrit Halam,2 - 6 yrs,₹Rs 80.00 - 102.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai",This biomedical engineer job description sample can assist you in creating a job application that will attract strong candidates who are qualified for the position. Feel free ,critical thinking and problem solving
360,"      Chemical Engineer , Process  ( Chemical )  Engineer ",    Induspect India Pvt ltd,2 - 7 yrs,,Surat,Chemical Engineerat Reliance Hazira ( Surat Location. ) Job duration : 1 Year  ( Long Term ) Qualification: B.E. / Diploma in Chemical Engineering is mandatory.Experience :Min,petrochemical
361,      Automation Engineer ,    Silvan Consultants,1 - 3 yrs,₹Rs 1.00 - 3.00 Lacs p.a.,Pune,We are looking for two candidates having PLC Allen bradley and PLC Siemens hands on experienceExperienc:  2 to 3 yrssal 1.8 to 3sound knowledge of industral network as device ,"plc allen bradley  ,  PLC Seimens  ,  Ethernet Network  ,  profibus"
362,      Chief Engineer ,    Samrit Halam,3 - 8 yrs,₹Rs 2.50 - 7.60 Lacs p.a.,"Cuddapah,  Ankleshwar,  Jhajjar,  Bengaluru / Bangalore,  Calicut/ Kozhikode","Chief engineers work in a wide range of fields ,  overseeing the engineering and technicians as they develop designs ,  approximate costs ,  and execute their plans with highl","Project management skills  ,  Ability to update and direct work schedules efficiently.  ,  Problem-solving skills."
363,      Airport Engineer ,    IN Aviation,0 - 3 yrs,₹Rs 3.25 - 8.15 Lacs p.a.,"Bhubaneshwar,  Cuttack,  Paradeep,  Puri,  Rourkela","Job DescriptionAirlines Ground staff  , Air Ticketing ,  Air Hostess ,  Cabin Crew Jobs Call ToHRMissRitupandey9718593447 ( Airlines HR  )  call or Call follow the seme no wha","Ground staff  ,  Ticketing  ,  Cabin crew  ,  Air Hostess  ,  Data entry  ,  computer operator  ,  office assistant  ,  back office assistant  ,  Aviation  ,  Airport  ,  Hospitality Tourism"
364,      Subsea Engineer ,    V P Placement,5 - 8 yrs,₹Rs 4.00 - 7.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Canada",Assessment of methodologies;Preparation of functional  &  technical specifications regarding marine surveys and pipeline external inspections;Planning and supervision of all m,Engineering
365,"      Energy Engineer , Test Engineer , Software Engineer , Developer ",    V P Placement,1 - 6 yrs,₹Rs 1.95 - 12.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Gurgaon,  Kolkata","We are Currently Open for Urgent Hiring at SINTANA ENERGY ,  CANADA ,  Positions: Energy Engineer ,  Process Executive ,  SeniorProcess Associate ,  Business Process Associate","technical support engineer  ,  it executive  ,  executive  ,  mis executive  ,  project coordinator  ,  coordinator  ,  administration"
